venta_id;fecha;producto_id;cliente_id;tienda_id;vendedor_id;cantidad;precio_unitario_x;costo_unitario_x;descuento_porcentaje;venta_neta;costo_total;utilidad;producto;categoria;costo_unitario_y;precio_unitario_y;cliente;ciudad_cliente;segmento;tienda;ciudad_tienda;region;vendedor;tienda_id_vendedor;anio;mes;nombre_mes;periodo
385;2023-12-21;4;72;4;14;1;1059.28;606;15;900.39;606;294.39;Monitor;Tecnología;606;1059.28;Camila Castro;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;12;December;2023-12
386;2025-11-13;16;125;5;15;2;142.24;105;5;270.26;210;60.26;Mochila;Moda;105;142.24;Jorge Quispe;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;11;November;2025-11
387;2023-08-18;1;145;3;13;4;242.37;174;10;872.53;696;176.53;Audífonos;Tecnología;174;242.37;Carlos Rojas;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;8;August;2023-08
388;2023-04-14;6;2;2;2;2;125.45;96;0;250.9;192;58.9;Parlante;Tecnología;96;125.45;Diego Flores;Lima;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;4;April;2023-04
389;2025-05-25;21;138;1;1;4;382.02;244;0;1528.08;976;552.08;Bicicleta estática;Deportes;244;382.02;Diego Quispe;Cusco;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;5;May;2025-05
390;2024-05-20;11;144;5;10;2;519.38;363;10;934.88;726;208.88;Juego de sábanas;Hogar;363;519.38;María Mendoza;Trujillo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;5;May;2024-05
391;2023-04-18;25;456;5;5;4;978.48;682;0;3913.92;2728;1185.92;Plancha cabello;Belleza;682;978.48;Valeria Ramírez;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;4;April;2023-04
392;2025-11-18;9;72;4;14;4;316.86;233;5;1204.07;932;272.07;Silla;Hogar;233;316.86;Camila Castro;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;11;November;2025-11
393;2025-07-13;8;114;4;4;3;919.26;614;0;2757.78;1842;915.78;Organizador;Hogar;614;919.26;María Torres;Arequipa;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;7;July;2025-07
394;2025-01-17;19;45;5;5;3;244.74;140;10;660.8;420;240.8;Mat yoga;Deportes;140;244.74;Carlos Flores;Trujillo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;1;January;2025-01
395;2023-11-25;3;494;5;10;5;212.75;123;5;1010.56;615;395.56;Teclado;Tecnología;123;212.75;Diego Torres;Trujillo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;11;November;2023-11
396;2024-10-18;4;133;2;7;4;1059.28;606;0;4237.12;2424;1813.12;Monitor;Tecnología;606;1059.28;Luis Castro;Lima;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;10;October;2024-10
397;2023-02-27;15;32;1;11;3;74.85;55;0;224.55;165;59.55;Zapatillas;Moda;55;74.85;Carlos Castro;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;2;February;2023-02
398;2025-04-01;22;112;5;5;4;96.8;77;15;329.12;308;21.12;Perfume;Belleza;77;96.8;Lucía Torres;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;4;April;2025-04
399;2024-04-12;1;147;5;10;2;242.37;174;0;484.74;348;136.74;Audífonos;Tecnología;174;242.37;Valeria Flores;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;4;April;2024-04
400;2025-03-14;17;208;3;3;4;439.51;310;15;1494.33;1240;254.33;Pelota;Deportes;310;439.51;Luis Rojas;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2025;3;March;2025-03
401;2024-01-19;21;211;3;3;2;382.02;244;0;764.04;488;276.04;Bicicleta estática;Deportes;244;382.02;Carlos Rojas;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;1;January;2024-01
402;2023-09-24;23;429;5;15;3;1081.01;680;0;3243.03;2040;1203.03;Crema facial;Belleza;680;1081.01;Carlos Flores;Cusco;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;9;September;2023-09
403;2024-04-01;11;140;2;7;5;519.38;363;0;2596.9;1815;781.9;Juego de sábanas;Hogar;363;519.38;Ana Torres;Lima;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;4;April;2024-04
404;2024-08-24;19;151;2;12;2;244.74;140;0;489.48;280;209.48;Mat yoga;Deportes;140;244.74;Jorge Torres;Huancayo;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;8;August;2024-08
405;2023-11-18;16;214;2;7;3;142.24;105;15;362.71;315;47.71;Mochila;Moda;105;142.24;Alex Mendoza;Trujillo;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;11;November;2023-11
406;2025-04-03;16;32;2;2;4;142.24;105;15;483.62;420;63.62;Mochila;Moda;105;142.24;Carlos Castro;Huancayo;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;4;April;2025-04
407;2023-01-16;14;44;1;6;2;361.58;231;0;723.16;462;261.16;Jean;Moda;231;361.58;Diego Ramírez;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;1;January;2023-01
408;2024-02-07;10;440;5;15;3;1154.83;660;0;3464.49;1980;1484.49;Mesa auxiliar;Hogar;660;1154.83;Camila Rojas;Cusco;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;2;February;2024-02
409;2023-01-30;23;61;4;9;5;1081.01;680;15;4594.29;3400;1194.29;Crema facial;Belleza;680;1081.01;Valeria Torres;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2023;1;January;2023-01
410;2025-08-26;4;237;1;11;2;1059.28;606;5;2012.63;1212;800.63;Monitor;Tecnología;606;1059.28;Lucía García;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;8;August;2025-08
411;2025-02-06;19;465;4;9;1;244.74;140;0;244.74;140;104.74;Mat yoga;Deportes;140;244.74;Carlos Ramírez;Trujillo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;2;February;2025-02
412;2024-02-26;20;408;5;10;2;479.99;293;0;959.98;586;373.98;Tomatodo;Deportes;293;479.99;Ana Ramírez;Arequipa;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;2;February;2024-02
413;2024-06-11;19;485;3;3;3;244.74;140;10;660.8;420;240.8;Mat yoga;Deportes;140;244.74;Alex Flores;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;6;June;2024-06
414;2025-04-21;5;38;4;4;4;69.39;47;0;277.56;188;89.56;Smartwatch;Tecnología;47;69.39;Ana Rojas;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;4;April;2025-04
415;2023-12-04;22;222;3;13;4;96.8;77;15;329.12;308;21.12;Perfume;Belleza;77;96.8;Carlos Ramírez;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;12;December;2023-12
416;2024-04-15;1;176;3;8;2;242.37;174;0;484.74;348;136.74;Audífonos;Tecnología;174;242.37;Diego Flores;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;4;April;2024-04
417;2024-12-31;8;432;3;3;5;919.26;614;10;4136.67;3070;1066.67;Organizador;Hogar;614;919.26;Alex Flores;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;12;December;2024-12
418;2024-09-15;18;348;4;14;3;377.84;282;15;963.49;846;117.49;Mancuernas;Deportes;282;377.84;Camila Quispe;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2024;9;September;2024-09
419;2025-05-05;14;326;2;2;5;361.58;231;0;1807.9;1155;652.9;Jean;Moda;231;361.58;Carlos García;Arequipa;Frecuente;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;5;May;2025-05
420;2024-10-25;19;216;1;11;1;244.74;140;15;208.03;140;68.03;Mat yoga;Deportes;140;244.74;Luis Rojas;Huancayo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;10;October;2024-10
421;2023-05-19;12;156;4;14;4;181.86;114;0;727.44;456;271.44;Casaca;Moda;114;181.86;Jorge Quispe;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;5;May;2023-05
422;2024-11-17;14;278;3;3;4;361.58;231;0;1446.32;924;522.32;Jean;Moda;231;361.58;Carlos Flores;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;11;November;2024-11
423;2025-05-08;25;397;3;8;2;978.48;682;0;1956.96;1364;592.96;Plancha cabello;Belleza;682;978.48;Camila Ramírez;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;5;May;2025-05
424;2023-10-18;13;106;2;12;1;770.23;523;0;770.23;523;247.23;Polo;Moda;523;770.23;Diego Flores;Huancayo;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;10;October;2023-10
425;2025-08-14;4;275;2;12;4;1059.28;606;15;3601.55;2424;1177.55;Monitor;Tecnología;606;1059.28;Ana Ramírez;Arequipa;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;8;August;2025-08
426;2023-12-03;9;25;2;12;5;316.86;233;0;1584.3;1165;419.3;Silla;Hogar;233;316.86;Lucía Flores;Huancayo;Premium;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;12;December;2023-12
427;2024-05-05;7;73;3;13;3;522.78;346;0;1568.34;1038;530.34;Lámpara;Hogar;346;522.78;Alex Rojas;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;5;May;2024-05
428;2023-03-29;4;204;5;5;5;1059.28;606;5;5031.58;3030;2001.58;Monitor;Tecnología;606;1059.28;Alex Rojas;Arequipa;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;3;March;2023-03
429;2024-04-11;2;308;5;5;1;1150.48;670;5;1092.96;670;422.96;Mouse;Tecnología;670;1150.48;María Quispe;Cusco;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;4;April;2024-04
430;2023-08-25;26;428;1;6;4;835.82;478;0;3343.28;1912;1431.28;Set maquillaje;Belleza;478;835.82;María García;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;8;August;2023-08
431;2024-11-13;4;277;4;9;5;1059.28;606;5;5031.58;3030;2001.58;Monitor;Tecnología;606;1059.28;Valeria Mendoza;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2024;11;November;2024-11
432;2025-08-28;19;41;2;7;3;244.74;140;10;660.8;420;240.8;Mat yoga;Deportes;140;244.74;Alex Rojas;Arequipa;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2025;8;August;2025-08
433;2023-10-12;1;122;4;4;1;242.37;174;0;242.37;174;68.37;Audífonos;Tecnología;174;242.37;María García;Lima;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;10;October;2023-10
434;2023-07-10;11;421;4;14;2;519.38;363;0;1038.76;726;312.76;Juego de sábanas;Hogar;363;519.38;María Mendoza;Huancayo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;7;July;2023-07
435;2023-01-04;26;79;3;3;2;835.82;478;5;1588.06;956;632.06;Set maquillaje;Belleza;478;835.82;Carlos Quispe;Arequipa;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;1;January;2023-01
436;2024-02-09;21;464;2;7;2;382.02;244;15;649.43;488;161.43;Bicicleta estática;Deportes;244;382.02;Alex Castro;Huancayo;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;2;February;2024-02
437;2025-07-07;21;38;5;5;3;382.02;244;0;1146.06;732;414.06;Bicicleta estática;Deportes;244;382.02;Ana Rojas;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;7;July;2025-07
438;2025-01-08;5;55;1;6;5;69.39;47;0;346.95;235;111.95;Smartwatch;Tecnología;47;69.39;Luis Ramírez;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;1;January;2025-01
439;2023-08-29;9;276;4;4;4;316.86;233;15;1077.32;932;145.32;Silla;Hogar;233;316.86;Camila Ramírez;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;8;August;2023-08
440;2023-11-03;2;224;5;5;5;1150.48;670;0;5752.4;3350;2402.4;Mouse;Tecnología;670;1150.48;Carlos Rojas;Cusco;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;11;November;2023-11
441;2025-04-03;21;311;3;3;4;382.02;244;10;1375.27;976;399.27;Bicicleta estática;Deportes;244;382.02;Valeria Castro;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2025;4;April;2025-04
442;2025-01-09;26;2;5;5;2;835.82;478;15;1420.89;956;464.89;Set maquillaje;Belleza;478;835.82;Diego Flores;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;1;January;2025-01
443;2025-09-13;24;350;2;2;3;405.54;306;0;1216.62;918;298.62;Shampoo;Belleza;306;405.54;Carlos Flores;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;9;September;2025-09
444;2024-07-03;7;48;3;3;5;522.78;346;5;2483.2;1730;753.2;Lámpara;Hogar;346;522.78;Ana Rojas;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;7;July;2024-07
445;2023-11-15;5;494;2;12;1;69.39;47;0;69.39;47;22.39;Smartwatch;Tecnología;47;69.39;Diego Torres;Trujillo;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;11;November;2023-11
446;2023-08-18;1;439;3;13;3;242.37;174;10;654.4;522;132.4;Audífonos;Tecnología;174;242.37;Ana García;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;8;August;2023-08
447;2024-02-10;23;267;4;4;3;1081.01;680;15;2756.58;2040;716.58;Crema facial;Belleza;680;1081.01;Luis Flores;Cusco;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;2;February;2024-02
448;2025-02-05;9;324;1;11;1;316.86;233;0;316.86;233;83.86;Silla;Hogar;233;316.86;Diego Rojas;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;2;February;2025-02
449;2024-07-24;4;119;5;5;4;1059.28;606;5;4025.26;2424;1601.26;Monitor;Tecnología;606;1059.28;Carlos Quispe;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;7;July;2024-07
450;2024-05-20;5;236;4;4;2;69.39;47;10;124.9;94;30.9;Smartwatch;Tecnología;47;69.39;María García;Huancayo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2024;5;May;2024-05
451;2023-01-28;20;187;3;3;3;479.99;293;0;1439.97;879;560.97;Tomatodo;Deportes;293;479.99;Jorge Castro;Arequipa;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;1;January;2023-01
452;2023-03-24;23;413;2;7;1;1081.01;680;10;972.91;680;292.91;Crema facial;Belleza;680;1081.01;Ana Rojas;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;3;March;2023-03
453;2025-12-31;21;218;4;4;4;382.02;244;15;1298.87;976;322.87;Bicicleta estática;Deportes;244;382.02;Lucía Ramírez;Cusco;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;12;December;2025-12
454;2024-10-16;14;443;5;15;2;361.58;231;5;687.0;462;225.0;Jean;Moda;231;361.58;Carlos Quispe;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;10;October;2024-10
455;2025-08-31;5;495;3;13;2;69.39;47;10;124.9;94;30.9;Smartwatch;Tecnología;47;69.39;Valeria Rojas;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;8;August;2025-08
456;2024-03-10;7;460;5;15;4;522.78;346;0;2091.12;1384;707.12;Lámpara;Hogar;346;522.78;Lucía Torres;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;3;March;2024-03
457;2025-04-04;4;1;5;10;4;1059.28;606;5;4025.26;2424;1601.26;Monitor;Tecnología;606;1059.28;Carlos Mendoza;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2025;4;April;2025-04
458;2023-09-28;21;432;1;1;1;382.02;244;0;382.02;244;138.02;Bicicleta estática;Deportes;244;382.02;Alex Flores;Huancayo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;9;September;2023-09
459;2024-09-18;21;335;5;15;1;382.02;244;10;343.82;244;99.82;Bicicleta estática;Deportes;244;382.02;Valeria Mendoza;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;9;September;2024-09
460;2023-12-30;16;351;1;11;2;142.24;105;0;284.48;210;74.48;Mochila;Moda;105;142.24;Camila Rojas;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;12;December;2023-12
461;2024-08-27;1;224;5;15;2;242.37;174;0;484.74;348;136.74;Audífonos;Tecnología;174;242.37;Carlos Rojas;Cusco;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;8;August;2024-08
462;2025-07-20;10;266;1;11;3;1154.83;660;0;3464.49;1980;1484.49;Mesa auxiliar;Hogar;660;1154.83;Jorge Quispe;Cusco;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;7;July;2025-07
463;2023-06-05;25;229;5;5;1;978.48;682;0;978.48;682;296.48;Plancha cabello;Belleza;682;978.48;Lucía Mendoza;Arequipa;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;6;June;2023-06
464;2023-03-20;2;104;5;5;3;1150.48;670;0;3451.44;2010;1441.44;Mouse;Tecnología;670;1150.48;Jorge Ramírez;Trujillo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;3;March;2023-03
465;2024-02-02;12;117;2;2;4;181.86;114;0;727.44;456;271.44;Casaca;Moda;114;181.86;Luis Torres;Cusco;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;2;February;2024-02
466;2023-10-09;1;332;3;8;1;242.37;174;5;230.25;174;56.25;Audífonos;Tecnología;174;242.37;Camila García;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;10;October;2023-10
467;2024-09-06;18;349;5;5;5;377.84;282;5;1794.74;1410;384.74;Mancuernas;Deportes;282;377.84;Valeria Quispe;Arequipa;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;9;September;2024-09
468;2023-07-05;20;251;2;12;1;479.99;293;15;407.99;293;114.99;Tomatodo;Deportes;293;479.99;Ana Flores;Huancayo;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;7;July;2023-07
469;2023-03-31;17;351;4;14;3;439.51;310;0;1318.53;930;388.53;Pelota;Deportes;310;439.51;Camila Rojas;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;3;March;2023-03
470;2025-06-14;17;221;4;14;1;439.51;310;10;395.56;310;85.56;Pelota;Deportes;310;439.51;Valeria Ramírez;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;6;June;2025-06
471;2023-09-07;1;489;3;13;3;242.37;174;0;727.11;522;205.11;Audífonos;Tecnología;174;242.37;Diego Flores;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;9;September;2023-09
472;2025-12-07;12;383;5;5;2;181.86;114;15;309.16;228;81.16;Casaca;Moda;114;181.86;Ana Quispe;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;12;December;2025-12
473;2024-03-20;24;318;2;12;4;405.54;306;0;1622.16;1224;398.16;Shampoo;Belleza;306;405.54;Alex García;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;3;March;2024-03
474;2024-08-26;8;409;1;6;4;919.26;614;0;3677.04;2456;1221.04;Organizador;Hogar;614;919.26;Carlos Torres;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2024;8;August;2024-08
475;2024-10-23;11;499;3;13;4;519.38;363;10;1869.77;1452;417.77;Juego de sábanas;Hogar;363;519.38;María Castro;Arequipa;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;10;October;2024-10
476;2025-03-09;18;251;1;1;4;377.84;282;10;1360.22;1128;232.22;Mancuernas;Deportes;282;377.84;Ana Flores;Huancayo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2025;3;March;2025-03
477;2023-10-25;6;315;1;6;2;125.45;96;0;250.9;192;58.9;Parlante;Tecnología;96;125.45;Valeria Mendoza;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;10;October;2023-10
478;2023-07-08;2;433;4;14;2;1150.48;670;5;2185.91;1340;845.91;Mouse;Tecnología;670;1150.48;Jorge Mendoza;Huancayo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;7;July;2023-07
479;2024-04-27;21;190;5;15;1;382.02;244;0;382.02;244;138.02;Bicicleta estática;Deportes;244;382.02;Luis Mendoza;Trujillo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;4;April;2024-04
480;2024-10-25;3;136;5;5;4;212.75;123;0;851.0;492;359.0;Teclado;Tecnología;123;212.75;Lucía Quispe;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;10;October;2024-10
481;2023-08-08;16;117;4;14;1;142.24;105;5;135.13;105;30.13;Mochila;Moda;105;142.24;Luis Torres;Cusco;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;8;August;2023-08
482;2025-10-03;20;409;5;5;2;479.99;293;15;815.98;586;229.98;Tomatodo;Deportes;293;479.99;Carlos Torres;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;10;October;2025-10
483;2025-04-23;6;139;5;5;1;125.45;96;15;106.63;96;10.63;Parlante;Tecnología;96;125.45;Valeria Ramírez;Cusco;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;4;April;2025-04
484;2025-09-28;7;310;5;10;1;522.78;346;0;522.78;346;176.78;Lámpara;Hogar;346;522.78;Luis Rojas;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2025;9;September;2025-09
485;2023-12-31;11;327;2;2;3;519.38;363;0;1558.14;1089;469.14;Juego de sábanas;Hogar;363;519.38;Alex Rojas;Trujillo;Frecuente;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;12;December;2023-12
486;2023-04-18;13;96;3;13;1;770.23;523;0;770.23;523;247.23;Polo;Moda;523;770.23;Carlos Flores;Lima;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;4;April;2023-04
487;2024-02-18;26;318;4;9;1;835.82;478;0;835.82;478;357.82;Set maquillaje;Belleza;478;835.82;Alex García;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2024;2;February;2024-02
488;2024-05-17;17;332;4;14;3;439.51;310;0;1318.53;930;388.53;Pelota;Deportes;310;439.51;Camila García;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2024;5;May;2024-05
489;2023-11-01;10;424;1;6;2;1154.83;660;0;2309.66;1320;989.66;Mesa auxiliar;Hogar;660;1154.83;Ana Flores;Cusco;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;11;November;2023-11
490;2025-01-01;24;202;5;10;5;405.54;306;0;2027.7;1530;497.7;Shampoo;Belleza;306;405.54;Diego Flores;Huancayo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2025;1;January;2025-01
491;2023-05-24;23;87;3;3;3;1081.01;680;0;3243.03;2040;1203.03;Crema facial;Belleza;680;1081.01;Lucía Torres;Lima;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;5;May;2023-05
492;2024-01-23;12;259;3;8;2;181.86;114;15;309.16;228;81.16;Casaca;Moda;114;181.86;Lucía García;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;1;January;2024-01
493;2023-10-17;18;291;2;7;1;377.84;282;15;321.16;282;39.16;Mancuernas;Deportes;282;377.84;María Torres;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2023;10;October;2023-10
494;2023-04-08;2;423;3;3;2;1150.48;670;0;2300.96;1340;960.96;Mouse;Tecnología;670;1150.48;Diego Torres;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;4;April;2023-04
495;2023-05-06;24;398;1;6;4;405.54;306;5;1541.05;1224;317.05;Shampoo;Belleza;306;405.54;Camila Rojas;Huancayo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;5;May;2023-05
496;2025-11-02;2;109;1;11;5;1150.48;670;0;5752.4;3350;2402.4;Mouse;Tecnología;670;1150.48;María Castro;Trujillo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;11;November;2025-11
497;2023-08-18;20;364;5;15;5;479.99;293;0;2399.95;1465;934.95;Tomatodo;Deportes;293;479.99;Ana Flores;Cusco;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;8;August;2023-08
498;2025-10-16;19;100;1;6;5;244.74;140;0;1223.7;700;523.7;Mat yoga;Deportes;140;244.74;Alex Ramírez;Huancayo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;10;October;2025-10
499;2023-08-16;10;380;1;1;2;1154.83;660;0;2309.66;1320;989.66;Mesa auxiliar;Hogar;660;1154.83;Camila Quispe;Lima;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;8;August;2023-08
